algo_fullstrong,algo_pscost,feature_constraint_degree_max,feature_constraint_degree_mean,feature_constraint_degree_min,feature_constraint_degree_stdev,feature_continuous_variables,feature_feasible_round_downs,feature_feasible_round_ups,feature_integer_variables,feature_lattice_flatness,feature_lhs_coefficient_max,feature_lhs_coefficient_mean,feature_lhs_coefficient_min,feature_lhs_coefficient_stdev,feature_nonzeros,feature_objective_max,feature_objective_mean,feature_objective_min,feature_objective_stdev,feature_prob_feasible_rounding,feature_relaxation_integer_violations,feature_relaxation_total_fractionality,feature_rhs_max,feature_rhs_mean,feature_rhs_min,feature_rhs_stdev,feature_svd_condition,feature_svd_largest,feature_svd_smallest,feature_variable_degree_max,feature_variable_degree_mean,feature_variable_degree_min,feature_variable_degree_stdev,feature_vc_adjacency_eigenvalue_stdev,feature_vc_algebraic_connectivity,feature_vc_energy,feature_vc_girth,feature_vc_revised_szeged_index,feature_vc_szeged_index,source,instances
227,245,9.0,7.2,4.0,1.75119,2.0,3.0,1.0,8.0,0.158184,1.8738,0.422872,-0.74771,0.474005,72.0,1.7223,-3.77605,-7.73574,3.01096,0.365,5.0,0.700019,42.9255,13.3351,-2.0499,15.4324,70111.0,4.21091,6.00606e-05,10.0,7.2,1.0,3.15524,2.25203,0.926037,1.54336,4.0,5267.0,5267.0,Diversified,inst_0214
1,1,7.0,4.0,1.0,2.0548,2.0,2.0,0.0,8.0,4.67446e-14,3.3774,1.70339,-0.123745,0.742681,40.0,3.5548,-0.432238,-2.07035,1.76488,0.258,2.0,0.617427,24.0722,9.95501,0.0,8.91296,20.4647,10.2499,0.500858,8.0,4.0,1.0,3.19722,1.63368,0.0,1.21018,4.0,2798.0,1696.0,Diversified,inst_0239
22,28,3.0,1.5,1.0,0.707107,0.0,6.0,1.0,10.0,1.4775e-310,1.4852,0.506307,-0.26421,0.577766,15.0,0.712965,-0.898028,-2.24314,1.09741,0.009,7.0,1.97061,4.30801,1.2666,-0.418923,1.51385,85.0826,1.53982,0.0180979,4.0,1.5,1.0,1.08012,0.643429,0.0,1.052,4.0,1196.5,32.0,Diversified,inst_0702
9,13,7.0,3.1,1.0,2.55821,6.0,3.0,0.0,4.0,0.0326144,0.47079,0.205577,-0.102527,0.132766,31.0,-0.0194561,-0.735319,-1.80584,0.677726,0.058,4.0,0.617279,1.30379,0.654396,0.076052,0.452747,21.3955,0.975097,0.0455749,5.0,3.1,1.0,1.59513,1.21383,0.321505,1.30395,4.0,1491.0,1491.0,Diversified,inst_0416
1,1,8.0,6.2,1.0,3.01109,2.0,0.0,0.0,8.0,0.0639672,2.19794,0.649835,-0.769325,0.587709,62.0,5.0721,1.50654,0.139064,1.35373,1.0,0.0,0.0,4.01734,1.16946,0.263067,1.20773,193.37,5.44634,0.0281654,8.0,6.2,1.0,2.82056,2.23577,0.0,1.20469,4.0,4726.0,3608.0,Diversified,inst_0956
25,39,10.0,8.8,5.0,1.39841,0.0,0.0,1.0,10.0,1.0,0.984726,-1.27054,-4.30844,1.03119,88.0,4.65223,2.0641,0.801719,1.17091,0.479,1.0,0.469191,3.62762,-4.98341,-11.4989,4.69484,80.4904,12.0575,0.149801,10.0,8.8,2.0,2.4404,2.78824,1.88081,1.18929,4.0,6832.0,6832.0,Diversified,inst_0216
5,11,9.0,8.0,4.0,1.69967,4.0,0.0,3.0,6.0,1.0,0.295515,-0.680976,-1.60037,0.36568,80.0,15.7792,10.3784,0.830194,4.14437,0.112,3.0,0.500845,5.96602,-5.156,-9.45562,4.85492,32.7282,5.88512,0.179818,10.0,8.0,2.0,2.4037,2.50196,1.82662,1.43289,4.0,6118.0,6118.0,Diversified,inst_0719
1,1,8.0,3.7,1.0,2.66875,0.0,1.0,1.0,10.0,2.82482e-14,2.16328,0.563515,-0.574985,0.545409,37.0,1.42908,-0.319906,-2.82453,1.36341,1.0,1.0,4.20426e-10,12.5492,6.32302,-0.326381,4.20902,19.2904,3.14633,0.163104,7.0,3.7,1.0,1.82878,1.33367,0.668741,1.41784,4.0,2197.0,2197.0,Diversified,inst_0224
3,3,9.0,5.9,2.0,2.46982,5.0,0.0,0.0,5.0,4.81e-321,1.35444,-0.118342,-1.61946,0.681373,59.0,2.0,-1.15393,-10.0216,3.46056,0.0,1.0,0.0725893,4.78946,0.747677,-2.93544,1.94647,1175.21,3.1566,0.00268599,10.0,5.9,1.0,2.92309,1.96265,0.902122,1.49687,4.0,4148.0,4148.0,Diversified,inst_0752
9,9,5.0,3.4,1.0,1.50555,1.0,3.0,1.0,9.0,4.1919e-14,2.03851,1.14216,0.0222075,0.498231,34.0,8.84754,1.14781,-1.58539,3.19226,0.761,3.0,0.433294,9.89929,4.25561,0.0,3.81018,82.8699,6.31121,0.076158,8.0,3.4,1.0,3.13404,1.39595,0.0,1.2445,4.0,2194.0,1552.0,Diversified,inst_0382
11,19,10.0,9.2,6.0,1.31656,5.0,0.0,3.0,5.0,1.0,0.570717,-0.887636,-2.55536,0.662805,92.0,47.4514,24.8167,-8.15669,16.5275,0.112,3.0,0.0455221,-6.18297,-14.8665,-18.4798,3.94299,119.959,8.83393,0.0736411,10.0,9.2,8.0,0.788811,2.77397,5.46286,1.37472,4.0,7268.0,7268.0,Diversified,inst_0615
1,1,4.0,2.1,1.0,1.28668,0.0,0.0,1.0,10.0,5.54068e-308,0.136548,-0.482192,-2.13681,0.561763,21.0,4.80203,1.65912,-0.0544154,1.33758,0.479,1.0,0.0277927,1.49662,-2.69876,-14.9106,5.35951,23.7937,2.78642,0.117107,5.0,2.1,1.0,1.66333,0.891135,0.0,1.15999,4.0,1552.0,276.0,Diversified,inst_0461
5,31,10.0,7.8,4.0,1.81353,5.0,2.0,0.0,5.0,0.094407,0.90388,0.228899,-0.431157,0.311225,78.0,0.175709,-1.93293,-3.83483,1.26481,0.058,4.0,1.53031,7.65643,3.72985,-1.25297,3.1245,51.1219,2.19343,0.0429058,10.0,7.8,3.0,2.04396,2.39888,2.55645,1.52745,4.0,5932.0,5932.0,Diversified,inst_0198
1,1,7.0,3.8,1.0,2.52982,1.0,0.0,0.0,9.0,1.94779e-13,2.26929,1.95878,1.59068,0.162022,38.0,2.3741,-0.679874,-4.59152,2.57814,1.0,0.0,0.0,16.3497,6.37807,0.0,5.39992,31.0363,9.86177,0.31775,7.0,3.8,2.0,1.8738,1.33677,0.524677,1.44997,4.0,2236.0,2236.0,Diversified,inst_0949
9,15,10.0,8.1,4.0,1.66333,2.0,0.0,1.0,8.0,1.0,-0.29338,-1.66347,-3.4841,0.709423,81.0,36.5332,23.4236,15.7912,6.54162,0.479,1.0,0.137707,-2.93446,-6.20056,-10.141,2.52491,90.0313,14.7342,0.163657,10.0,8.1,3.0,2.76687,2.56339,2.68338,1.36293,4.0,6043.0,6043.0,Diversified,inst_0720
1,1,5.0,2.8,1.0,1.68655,6.0,0.0,0.0,4.0,1.0,-1.2847,-1.79734,-2.07855,0.169756,28.0,9.52422,3.50352,0.0,3.18093,1.0,0.0,0.0,0.0,-5.69929,-14.785,6.24023,10.5542,8.06474,0.764126,7.0,2.8,1.0,2.4404,1.13224,0.0,1.25783,4.0,2023.0,655.0,Diversified,inst_0715
18,34,9.0,6.2,3.0,2.09762,0.0,4.0,0.0,10.0,1.24638e-13,2.51146,1.22502,-0.265259,0.714953,62.0,2.9301,-2.27511,-6.78614,3.17016,0.116,5.0,0.944652,12.8573,5.24966,0.0,4.17556,130.007,9.09494,0.0699572,9.0,6.2,1.0,2.78089,1.98593,0.921933,1.5663,4.0,4430.0,4430.0,Diversified,inst_0840
1,1,4.0,1.8,1.0,1.22927,3.0,0.0,3.0,7.0,1.0,-0.279273,-1.31485,-2.80671,0.640865,18.0,18.4281,4.83483,0.0,6.85215,0.112,3.0,1.23073,0.723028,-2.00762,-10.9478,3.59914,7.3985,4.55631,0.615842,8.0,1.8,1.0,2.20101,0.997956,0.0,0.924056,4.0,1133.75,78.0,Diversified,inst_0227
1,1,9.0,5.9,1.0,3.57305,3.0,0.0,0.0,7.0,9.60256e-310,1.36654,-0.0464802,-2.35556,0.775928,59.0,7.0,2.1156,0.317118,1.93486,1.0,0.0,0.0,3.78537,1.11171,0.060267,1.18724,634.824,3.17349,0.00499901,8.0,5.9,2.0,2.18327,2.11422,0.384655,1.28591,4.0,4199.0,4199.0,Diversified,inst_0948
7,11,7.0,5.7,3.0,1.49443,1.0,1.0,0.0,9.0,9.926e-321,3.46925,0.58733,-1.96916,0.954584,57.0,2.21327,-0.0547719,-1.40044,1.16945,0.0,2.0,0.745298,6.62218,2.77422,0.0,1.96058,103.914,5.84813,0.0562784,10.0,5.7,1.0,3.88873,1.99499,0.709851,1.38529,4.0,3828.0,3828.0,Diversified,inst_0134
8,10,4.0,1.7,1.0,1.1595,5.0,0.0,3.0,5.0,8.95282e-309,0.483817,-1.05394,-2.46033,0.890657,17.0,6.7109,2.57006,-0.0128904,2.1332,0.112,3.0,0.557179,2.10966,-1.93351,-8.83653,3.18814,114.303,3.65842,0.0320065,4.0,1.7,1.0,1.05935,0.674847,0.0,1.12577,4.0,1355.0,77.0,Diversified,inst_0590
1,1,3.0,1.9,1.0,0.737865,0.0,0.0,1.0,10.0,1.0,-0.804695,-2.05217,-3.27683,0.727625,19.0,4.0,2.25221,0.0,1.32089,0.479,1.0,0.265185,2.03599,0.158231,-2.6236,1.33152,7.74892,6.5492,0.845176,8.0,1.9,1.0,2.18327,0.819553,0.0,1.12335,4.0,1022.5,160.0,Diversified,inst_0959
1,1,6.0,4.0,1.0,1.82574,0.0,0.0,1.0,10.0,8.74844e-309,1.39613,-0.0559861,-2.43327,0.851632,40.0,6.09726,2.30617,0.0,2.28149,0.479,1.0,0.191418,6.39318,1.2678,-1.63015,2.64575,81.0772,3.181,0.0392342,8.0,4.0,1.0,3.16228,1.53491,0.0,1.32735,4.0,2809.0,1431.0,Diversified,inst_0196
1,5,8.0,5.0,2.0,1.76383,2.0,0.0,1.0,8.0,5.17715e-309,2.12759,-0.260865,-2.55357,1.02761,50.0,8.28622,2.70374,-0.0985233,3.21082,0.479,1.0,0.0256248,4.33159,0.682972,-1.63804,1.82108,96.9054,4.43617,0.0457784,9.0,5.0,1.0,3.33333,1.76706,0.697787,1.42605,4.0,3379.0,3379.0,Diversified,inst_0256
3,3,2.0,1.3,1.0,0.483046,4.0,0.0,2.0,6.0,1.0,-0.719712,-1.41039,-1.76057,0.29449,13.0,9.58851,3.65102,0.0,3.31672,0.243,2.0,0.800839,5.10695,-1.8043,-5.66992,3.01592,4.89004,3.0609,0.625946,3.0,1.3,1.0,0.674949,0.408062,0.0,1.06856,0.0,1037.0,7.0,Diversified,inst_0112
1,1,8.0,4.7,1.0,2.11082,3.0,0.0,0.0,7.0,0.126771,2.11351,1.36882,0.592481,0.365919,47.0,6.0,2.30309,3.28412e-08,2.2875,1.0,0.0,0.0,11.5955,2.84548,0.529134,3.43218,40.3921,8.06281,0.199613,8.0,4.7,1.0,2.40601,1.59698,0.664823,1.50904,4.0,3077.0,3077.0,Diversified,inst_0972
3,3,8.0,3.7,1.0,3.49762,5.0,1.0,0.0,5.0,0.0021885,3.21731,0.80167,-1.38619,0.929012,37.0,10.0,0.409253,-4.15276,3.88131,0.521,1.0,0.437101,7.23302,4.58751,-0.192646,2.63212,720.917,5.90137,0.00818592,5.0,3.7,1.0,1.56702,1.40254,0.375696,1.35324,4.0,2068.0,2068.0,Diversified,inst_0570
15,39,9.0,7.4,4.0,1.77639,4.0,0.0,5.0,6.0,1.0,-0.481034,-1.26064,-2.42727,0.340544,74.0,22.4253,17.4093,8.7922,4.01875,0.18,5.0,1.53069,0.00203362,-12.6064,-20.2303,6.3933,88.0564,10.3568,0.117616,10.0,7.4,1.0,3.20416,2.38343,0.926197,1.41538,4.0,5465.0,5465.0,Diversified,inst_0300
1,1,9.0,6.2,1.0,2.85968,3.0,0.0,1.0,7.0,1.0,-1.25655,-1.61943,-1.92135,0.16218,62.0,7.80609,3.99441,0.0,2.11321,0.479,1.0,0.327039,4.41422,0.667701,-4.02742,2.13321,142.914,12.0863,0.0845709,8.0,6.2,1.0,2.78089,2.19123,0.0,1.28008,4.0,4751.0,3633.0,Diversified,inst_0482
1,1,10.0,8.9,3.0,2.18327,2.0,0.0,0.0,8.0,1.0,0.778185,-0.0861289,-0.814519,0.333721,89.0,3.16279,1.42402,0.503457,0.955134,1.0,0.0,0.0,3.67248,1.05418,-0.468575,1.1205,19.5583,1.83198,0.0936676,10.0,8.9,6.0,1.19722,2.76666,2.80824,1.27605,4.0,6887.0,6887.0,Diversified,inst_0670
67,89,8.0,6.4,4.0,1.57762,2.0,0.0,2.0,8.0,0.149162,2.59069,0.309759,-1.33089,0.926199,64.0,0.692113,-1.16205,-3.84021,1.71427,0.0,7.0,0.337377,10.5311,4.34002,-0.00115219,3.24141,101.697,5.33559,0.0524657,10.0,6.4,1.0,3.20416,2.07945,0.902678,1.51396,4.0,4480.0,4480.0,Diversified,inst_0030
5,15,7.0,5.4,1.0,2.22111,4.0,0.0,0.0,6.0,5.9937e-13,2.92865,0.754751,-1.50735,0.968968,54.0,2.61839,-6.77159,-13.4778,4.53762,0.058,4.0,1.26566,5.71969,2.2017,0.0,1.79772,582.728,5.43521,0.00932719,8.0,5.4,1.0,2.75681,1.83276,0.806076,1.48625,4.0,3892.0,3892.0,Diversified,inst_0552
7,9,10.0,8.9,3.0,2.13177,2.0,1.0,0.0,8.0,0.726094,2.34059,1.67502,0.562265,0.333849,89.0,-7.4156,-13.3363,-20.6424,4.16475,0.521,1.0,0.486866,3.11558,1.62574,1.03649,0.66227,638.614,15.46,0.0242087,10.0,8.9,7.0,0.994429,2.72779,2.81046,1.35322,4.0,6931.0,6931.0,Diversified,inst_0254
3,3,10.0,7.9,3.0,2.5144,4.0,0.0,2.0,6.0,1.0,0.118202,-0.803925,-1.7236,0.343661,79.0,14.5823,4.94035,0.0,4.22051,0.243,2.0,0.367528,13.4453,-1.77224,-5.90122,5.65463,36.6413,6.72174,0.183447,9.0,7.9,5.0,1.44914,2.42215,2.72367,1.52529,4.0,5869.0,5869.0,Diversified,inst_0749
3,17,10.0,9.8,9.0,0.421637,1.0,4.0,1.0,9.0,0.594516,3.5891,2.01154,0.757337,0.623289,98.0,-9.0584,-13.2184,-16.2241,2.51009,0.131,4.0,0.196524,22.0661,16.769,10.4232,3.31846,1420.49,19.8912,0.0140031,10.0,9.8,8.0,0.632456,3.00526,7.31534,1.10454,4.0,7888.0,7888.0,Diversified,inst_0538
1,1,7.0,3.5,1.0,2.59272,2.0,0.0,0.0,8.0,1.0,0.381004,-0.838693,-2.34947,0.685923,35.0,7.0,1.53053,0.000146896,1.98618,1.0,0.0,0.0,4.33093,1.46827,0.298123,1.39833,63.4369,4.77629,0.075292,6.0,3.5,1.0,1.71594,1.31763,0.0,1.36039,4.0,2481.0,1263.0,Diversified,inst_0900
817,924,10.0,8.3,1.0,2.66875,1.0,0.0,8.0,9.0,1.0,-1.41221,-1.71933,-2.11978,0.138474,83.0,24.6287,19.886,2.50288,6.31593,0.012,8.0,0.472262,-6.03269,-16.3645,-19.2253,4.02511,764.633,15.1617,0.0198287,10.0,8.3,4.0,1.70294,2.62783,0.943838,1.31902,4.0,6409.0,6409.0,Diversified,inst_0375
7,27,10.0,10.0,10.0,0.0,2.0,3.0,2.0,8.0,0.489201,3.33129,1.19088,-0.650621,0.692733,100.0,-3.88208,-9.21957,-16.4728,3.85542,0.249,4.0,0.418313,16.2636,12.3353,8.33502,2.95365,173.53,12.2184,0.070411,10.0,10.0,10.0,0.0,3.07794,10.0,1.0,4.0,8100.0,8100.0,Diversified,inst_0012
3,5,6.0,2.3,1.0,1.63639,2.0,0.0,2.0,8.0,2.675e-320,0.928368,-0.021028,-1.3503,0.592514,23.0,7.86679,1.78855,0.0,2.77631,0.243,2.0,0.166541,1.79287,0.510428,-0.566364,0.918501,89.6535,1.79336,0.0200033,5.0,2.3,1.0,1.49443,0.944689,0.0,1.20507,4.0,1485.5,468.0,Diversified,inst_0530
18,18,7.0,4.8,1.0,2.65832,0.0,0.0,1.0,10.0,1.0,-0.0670138,-0.966597,-2.23419,0.500597,48.0,1.8513,0.918955,0.154445,0.520253,0.479,1.0,0.0229007,1.76504,-0.345872,-2.32925,1.41028,31.3957,6.42692,0.204707,7.0,4.8,1.0,2.89828,1.95151,0.0,1.08721,4.0,3816.0,1548.0,Diversified,inst_0177
1,1,7.0,2.9,1.0,2.5144,0.0,0.0,0.0,10.0,1.25725e-13,2.67037,1.31025,0.204899,0.689621,29.0,4.0,0.640636,-1.56803,1.42763,1.0,0.0,0.0,5.40445,1.87057,0.0,1.74603,21.734,6.11582,0.281394,5.0,2.9,1.0,1.44914,1.2357,0.0,1.2039,4.0,1875.75,1046.0,Diversified,inst_0252
29,73,9.0,4.7,1.0,2.40601,1.0,0.0,7.0,9.0,1.0,-0.466662,-1.82766,-2.96577,0.617019,47.0,22.7821,14.05,4.64481,6.33312,0.01,7.0,0.310765,-2.7095,-17.6498,-33.5312,11.1832,166.727,10.641,0.0638229,9.0,4.7,1.0,2.62679,1.57373,0.859392,1.53206,4.0,3028.0,3028.0,Diversified,inst_0496
1,1,7.0,2.6,1.0,2.01108,6.0,0.0,1.0,4.0,1.0,-0.255689,-1.28411,-2.66738,0.650365,26.0,8.22862,2.23257,0.0,2.48192,0.479,1.0,0.09734,4.4581,-0.0880173,-5.66733,2.44436,15.4945,5.6857,0.366949,6.0,2.6,1.0,1.7127,1.07431,0.0,1.2262,4.0,1679.0,749.0,Diversified,inst_0756
1,1,2.0,1.3,1.0,0.483046,2.0,0.0,1.0,8.0,1.0,-0.828497,-0.927749,-1.07599,0.0787486,13.0,5.0,1.87523,0.0,1.37661,0.479,1.0,0.20107,2.68767,0.646808,-1.23809,0.975076,2.5164,1.84478,0.733104,4.0,1.3,1.0,0.948683,0.608505,0.0,0.973774,0.0,1035.0,3.0,Diversified,inst_0651
3,7,6.0,2.0,1.0,1.56347,6.0,3.0,0.0,4.0,1.42562e-13,2.66468,1.39306,-0.110694,0.660958,20.0,1.49882,-1.20044,-3.61415,1.49163,0.114,3.0,0.695266,9.46002,2.88907,0.0,3.15031,25.7734,4.25561,0.165116,4.0,2.0,1.0,1.05409,0.788533,0.0,1.18714,4.0,1140.0,402.0,Diversified,inst_0740
1,1,7.0,4.3,1.0,2.16282,3.0,0.0,2.0,7.0,1.0,-0.665806,-1.02697,-1.33759,0.174414,43.0,3.55002,1.55291,0.0,0.936455,0.243,2.0,0.233004,1.64756,-3.55806,-7.58441,3.35174,45.7065,5.78141,0.12649,8.0,4.3,1.0,2.79086,1.50693,0.0,1.4638,4.0,3010.0,2215.0,Diversified,inst_0911
1,1,2.0,1.2,1.0,0.421637,5.0,0.0,0.0,5.0,8.55909e-13,3.78144,1.37473,-0.00516843,1.04487,12.0,9.50727,2.58575,0.0,3.17286,1.0,0.0,0.0,4.6457,1.6268,0.0,1.45877,16.0424,3.78144,0.235716,2.0,1.2,1.0,0.421637,0.458831,0.0,1.0,4.0,972.0,4.0,Diversified,inst_0851
38,46,6.0,2.3,1.0,1.76698,0.0,0.0,5.0,10.0,1.0,-0.0543564,-1.43975,-2.46274,0.548053,23.0,13.9816,6.04435,0.0,4.22196,0.038,5.0,0.102883,0.0800514,-2.81773,-5.9198,2.15857,14.963,5.28323,0.353087,5.0,2.3,1.0,1.56702,0.975263,0.0,1.1817,4.0,1709.0,321.0,Diversified,inst_0587
1,1,9.0,4.7,1.0,2.35938,5.0,0.0,2.0,5.0,7.46416e-309,0.835393,-0.0953562,-1.11183,0.491515,47.0,4.03366,1.24496,-0.581362,1.6098,0.243,2.0,4.85466e-08,8.10816,0.24075,-6.55355,4.0694,95.1009,1.92684,0.020261,6.0,4.7,1.0,1.49443,1.57952,0.0,1.52639,4.0,3446.0,2583.0,Diversified,inst_0572
3,5,6.0,2.4,1.0,1.89737,6.0,2.0,1.0,4.0,3.157e-321,1.44977,0.251943,-0.790826,0.542456,24.0,3.65292,0.0637261,-1.68294,1.42709,0.507,2.0,0.031564,7.52574,1.7249,-0.801107,3.02149,410.189,1.59109,0.00387893,5.0,2.4,1.0,1.89737,1.01654,0.0,1.19093,4.0,1474.0,608.0,Diversified,inst_0010
1,1,9.0,3.9,1.0,3.17805,5.0,0.0,0.0,5.0,6.40284e-309,0.731517,0.172775,-0.364534,0.193953,39.0,4.99996,1.776,0.834028,1.4398,1.0,0.0,0.0,8.5854,2.30453,0.303114,2.37243,173.561,1.20258,0.00692889,7.0,3.9,1.0,1.72884,1.46926,0.0,1.35985,4.0,2379.0,1652.0,Diversified,inst_0373
9,9,6.0,2.2,1.0,1.98886,4.0,0.0,1.0,6.0,1.0,0.00921964,-0.791147,-1.23661,0.303666,22.0,5.05237,1.43276,0.0,1.4418,0.479,1.0,0.235491,4.34396,-0.32081,-2.2551,1.98616,14.6116,3.09891,0.212086,4.0,2.2,1.0,1.13529,1.01747,0.0,1.10296,4.0,1681.25,244.0,Diversified,inst_0161
1,1,6.0,4.3,1.0,1.88856,0.0,1.0,0.0,10.0,0.00668438,1.47372,0.152676,-0.971574,0.638656,43.0,6.05605,0.957381,-3.06192,2.90294,0.125,3.0,0.594312,5.23532,1.35867,-1.01595,1.8096,168.416,2.41085,0.0143149,8.0,4.3,1.0,2.86938,1.59733,0.0,1.36971,4.0,3034.0,2239.0,Diversified,inst_0922
251,373,10.0,9.9,9.0,0.316228,1.0,0.0,2.0,9.0,0.126471,1.99082,0.293438,-1.34174,0.703158,99.0,4.47099,-2.01628,-6.03025,3.57339,0.0,4.0,0.0382107,13.8564,5.22796,-0.247109,4.09567,89.8647,4.13223,0.0459827,10.0,9.9,9.0,0.316228,3.03141,8.16905,1.08167,4.0,8001.0,8001.0,Diversified,inst_0231
1,1,9.0,5.6,1.0,3.06232,7.0,0.0,0.0,3.0,0.0314687,1.97788,0.953216,0.281063,0.365524,56.0,9.06347,-1.26877,-6.70948,4.15758,1.0,0.0,0.0,11.9608,5.21573,0.378156,3.20069,33.5974,6.39814,0.190435,8.0,5.6,2.0,1.7127,1.79622,0.864889,1.59214,4.0,3817.0,3817.0,Diversified,inst_0283
39,49,10.0,8.9,8.0,0.737865,3.0,0.0,3.0,7.0,1.0,0.292314,-0.918749,-2.42129,0.577165,89.0,15.4864,10.7032,7.48131,2.80535,0.112,3.0,0.603555,-1.88135,-7.65341,-14.0197,3.49132,28.4357,8.73774,0.307281,10.0,8.9,3.0,2.18327,2.73715,2.76872,1.33514,4.0,6963.0,6963.0,Diversified,inst_0568
1,1,10.0,8.1,1.0,2.72641,0.0,0.0,1.0,10.0,1.0,0.916303,-0.676208,-2.28352,0.72459,81.0,3.47996,1.68665,0.0,0.944395,0.479,1.0,0.185254,2.15684,0.760429,-0.185288,0.865902,743.892,6.36344,0.00855425,9.0,8.1,5.0,1.44914,2.53987,0.929352,1.40414,4.0,6186.0,6186.0,Diversified,inst_0171
3,15,10.0,8.2,4.0,1.81353,1.0,0.0,3.0,9.0,1.0,1.00879,-1.72181,-3.61234,0.938383,82.0,25.2575,19.2588,6.06318,6.10694,0.067,4.0,0.0288708,-4.67778,-10.3094,-15.5525,3.52209,465.537,14.859,0.0319179,10.0,8.2,6.0,1.61933,2.45865,3.66138,1.56758,4.0,6202.0,6202.0,Diversified,inst_0243
3,7,10.0,6.4,1.0,3.33999,2.0,1.0,0.0,8.0,0.320545,2.55685,0.806489,-0.699114,0.71118,64.0,1.40832,0.467913,-0.959724,0.743558,0.507,2.0,0.161601,7.67581,3.71343,1.40558,2.10135,32.1553,6.68196,0.207803,10.0,6.4,2.0,2.319,2.1782,0.875035,1.37575,4.0,4454.0,4454.0,Diversified,inst_0751
1,1,6.0,2.2,1.0,1.98886,4.0,0.0,0.0,6.0,1.78411e-13,2.63566,1.5955,0.590318,0.503329,22.0,4.15313,1.24165,-0.414289,1.37596,1.0,0.0,0.0,10.0168,2.27623,0.0,3.25136,9.51911,6.43119,0.675608,4.0,2.2,1.0,1.22927,0.971418,0.0,1.14172,4.0,1679.25,242.0,Diversified,inst_0610
5,11,7.0,2.7,1.0,2.54078,2.0,0.0,5.0,8.0,1.0,-0.108786,-2.0221,-3.61805,0.930447,27.0,20.4411,7.47255,0.252495,6.80299,0.063,5.0,1.30991,0.0,-1.76057,-6.13224,1.85893,24.1227,8.07557,0.334771,4.0,2.7,1.0,1.05935,1.1218,0.0,1.22658,4.0,1848.5,676.0,Diversified,inst_0212
10,8,4.0,2.4,1.0,1.17379,4.0,1.0,0.0,6.0,1.89912e-14,1.53845,0.559399,-0.932545,0.52583,24.0,0.422398,-2.06513,-8.47854,2.9116,0.25,2.0,0.706214,4.94678,1.24902,-1.19115,1.97294,9.00201,2.49616,0.277289,9.0,2.4,1.0,2.98887,1.09205,0.0,1.12563,4.0,996.0,524.0,Diversified,inst_0339
7,21,8.0,2.8,1.0,2.93636,3.0,0.0,4.0,7.0,9.87765e-309,0.183655,-0.491917,-1.12209,0.306897,28.0,3.51725,1.27467,0.0887617,1.37359,0.0,6.0,1.71353,0.234956,-2.21317,-4.89548,1.62623,36.8602,2.32883,0.0631801,4.0,2.8,1.0,1.22927,1.19121,0.0,1.20497,4.0,1845.25,634.0,Diversified,inst_0575
5,7,8.0,5.7,1.0,2.94581,1.0,0.0,2.0,9.0,1.0,-1.33008,-1.85032,-2.27931,0.176959,57.0,6.85913,3.60522,1.32997,1.60764,0.243,2.0,0.605849,1.29323,-5.96618,-13.5842,5.3123,577.389,12.6768,0.0219554,8.0,5.7,1.0,2.26323,1.97161,0.740717,1.41673,4.0,4061.0,4061.0,Diversified,inst_0052
63,91,10.0,6.0,1.0,3.62093,1.0,5.0,1.0,9.0,1.45311e-308,1.03946,0.421627,-0.188664,0.255731,60.0,0.51693,-2.10218,-5.53985,1.94298,0.25,7.0,1.97705,5.80986,3.50952,1.75469,1.50998,41.8867,3.1671,0.0756111,8.0,6.0,4.0,1.33333,2.03367,0.715996,1.43909,4.0,3994.0,3994.0,Diversified,inst_0671
1,1,10.0,5.2,1.0,3.04777,0.0,0.0,1.0,10.0,1.0,2.05855,-0.443116,-1.68479,0.762396,52.0,2.90397,1.5808,0.0,1.17569,0.479,1.0,0.256114,12.0923,1.05184,-5.09082,5.15806,522.923,3.94557,0.00754522,9.0,5.2,2.0,1.98886,1.71471,0.776212,1.55138,4.0,3413.0,3413.0,Diversified,inst_0460
1,1,10.0,8.7,2.0,2.45176,4.0,0.0,2.0,6.0,1.0,0.887309,-0.0647627,-1.2522,0.371924,87.0,3.00328,0.389471,-1.63353,1.41935,0.243,2.0,4.18588e-07,5.11845,-0.971345,-5.7724,3.20359,82.6549,2.37593,0.0287452,10.0,8.7,6.0,1.25167,2.72354,1.88107,1.28577,4.0,6727.0,6727.0,Diversified,inst_0237
5,21,6.0,3.0,1.0,1.94365,2.0,7.0,0.0,8.0,0.0280392,1.99125,1.50088,1.0427,0.225184,30.0,0.0,-7.56964,-15.1656,6.0428,0.042,7.0,1.16791,12.7902,5.61515,0.34523,5.16989,25.2769,7.2412,0.286475,6.0,3.0,1.0,2.26078,1.26033,0.0,1.22107,4.0,2328.0,548.0,Diversified,inst_0174
7,25,8.0,7.0,5.0,1.05409,3.0,4.0,1.0,7.0,0.0291071,2.21252,1.51433,0.955224,0.311142,70.0,-9.11172,-14.2443,-18.7384,3.5035,0.244,4.0,0.369307,24.8411,15.8021,0.533041,8.28523,119.446,11.8605,0.0992955,10.0,7.0,1.0,3.33333,2.26163,0.818257,1.46313,4.0,5248.0,5248.0,Diversified,inst_0330
